id,key,u,v
4014,255973632|311173218|317111057,255973632,311173218
4015,"20924033|299544657|[457903684, 457903685, 697345550, 74098831]",20924033,299544657
4016,269038266|269038265|24757166,269038266,269038265
4017,269038225|3986988071|1472926586,269038225,3986988071
4018,365823478|269038215|24757135,365823478,269038215
4019,269038194|269038225|1472926586,269038194,269038225
4020,269038265|3986979254|24757166,269038265,3986979254
4021,269038194|269038266|24757166,269038194,269038266
4022,"2375595480|2879845795|[430736674, 538853284, 422419934, 545745223]",2375595480,2879845795
4023,2922029103|2922029001|288649944,2922029103,2922029001
4024,84564701|3174660160|1266944159,84564701,3174660160
4025,280129884|318238489|28945254,280129884,318238489
4026,260092984|6758050444|25992544,260092984,6758050444
4027,91695428|91695431|10574984,91695428,91695431
4028,"338668552|760603235|[30622386, 791511260]",338668552,760603235
4029,3346997510|3346997503|327885283,3346997510,3346997503
4030,3491365315|3491365303|342106099,3491365315,3491365303
4031,281509102|3491365285|342106105,281509102,3491365285
4032,91695428|338668552|860546863,91695428,338668552
4033,"3346997510|2333412332|[327885280, 405561581]",3346997510,2333412332
4034,"248730813|13150606971|[943945810, 23050220, 943948783]",248730813,13150606971
4035,"13150606971|249331314|[23097070, 943948782]",13150606971,249331314
4036,3005654103|6764648267|96987643,3005654103,6764648267
4037,250202994|250202996|23157059,250202994,250202996
4038,84797662|318233107|323320197,84797662,318233107
4039,"54801447|54801700|[26002074, 299714658]",54801447,54801700
4040,280129885|280129884|28945248,280129885,280129884
4041,2392056989|326123117|23629657,2392056989,326123117
4042,318233107|3301203474|323320198,318233107,3301203474
4043,245001869|11345202518|22792069,245001869,11345202518
4044,215476414|215476429|20310617,215476414,215476429
4045,297020051|297020713|64566509,297020051,297020713
4046,793572423|793571981|1039890841,793572423,793571981
4047,297020713|793571711|64566509,297020713,793571711
4048,215476145|215476437|20310617,215476145,215476437
4049,215476145|215476414|20310617,215476145,215476414
4050,11934162404|11934162416|888654311,11934162404,11934162416
4051,3491365315|3491365293|342106098,3491365315,3491365293
4052,11934162416|8261902761|888654311,11934162416,8261902761
4053,266745670|267141089|25856311,266745670,267141089
4054,266745670|267173070|25856311,266745670,267173070
4055,300739790|300739766|323320196,300739790,300739766
4056,793572043|793571981|1138662498,793572043,793571981
4057,91695465|2300269074|220962451,91695465,2300269074
4058,1279174443|1279174512|112571188,1279174443,1279174512
4059,248726008|3255731798|1158196353,248726008,3255731798
4060,2300269074|1279174443|112571188,2300269074,1279174443
4061,3255731798|2631149878|257624426,3255731798,2631149878
4062,286304183|255966110|80182457,286304183,255966110
4063,255105254|255105255|23558029,255105254,255105255
4064,255966110|318233044|23629123,255966110,318233044
4065,1194294946|1194294987|960808388,1194294946,1194294987
4066,297079113|3685854428|27079147,297079113,3685854428
4067,99115713|255105257|292235377,99115713,255105257
4068,13474362272|2956407015|1469217076,13474362272,2956407015
4069,255105255|255105257|23558029,255105255,255105257
4070,3685854428|297079164|27079147,3685854428,297079164
4071,2956407015|255105254|23558029,2956407015,255105254
4072,255966109|286304183|80182457,255966109,286304183
4073,844737245|844736879|70849841,844737245,844736879
4074,"6763879595|6763852744|[25612354, 429386883, 763204966, 763204967, 429386887, 584258295, 584258296]",6763879595,6763852744
4075,2796434677|496163059|40770545,2796434677,496163059
4076,"5100994743|279009966|[1346859864, 197021721]",5100994743,279009966
4077,3381351790|6763946636|584258286,3381351790,6763946636
4078,"270091664|4285174913|[221051403, 584242663]",270091664,4285174913
4079,"4285174913|6763852744|[584258296, 221051403]",4285174913,6763852744
4080,"6763946636|6763946564|[1346859848, 25575250]",6763946636,6763946564
4081,296856491|391882700|1346859870,296856491,391882700
4082,"6763946704|3381351790|[501269488, 49942364, 584258286]",6763946704,3381351790
4083,"4892952791|391981505|[105578532, 948841097, 105578540, 1329951406, 206580080, 206580081]",4892952791,391981505
4084,286303584|286303565|26143533,286303584,286303565
4085,11896644381|302443315|1237388308,11896644381,302443315
4086,267529177|267529189|24610162,267529177,267529189
4087,302443316|856583694|37633145,302443316,856583694
4088,"2000138034|1867342482|[996745065, 189483690]",2000138034,1867342482
4089,267529177|267529193|24610162,267529177,267529193
4090,279009944|6763946704|25596109,279009944,6763946704
4091,279009944|279009966|25596109,279009944,279009966
4092,286303565|286303571|26143533,286303565,286303571
4093,302443315|302443316|1237388308,302443315,302443316
4094,12824600578|3282014694|1385175979,12824600578,3282014694
4095,302407978|844736823|50219051,302407978,844736823
4096,"302443303|11896644381|[50218972, 1237388308]",302443303,11896644381
4097,1966787713|6764648209|861321024,1966787713,6764648209
4098,3882088237|3882088234|384853776,3882088237,3882088234
4099,"6763932943|6763946531|[584258290, 34943851, 1362259757]",6763932943,6763946531
4100,844736823|844736879|70849803,844736823,844736879
4101,1966787716|1966787713|149809757,1966787716,1966787713
4102,279009930|363980305|861321023,279009930,363980305
4103,318222011|318222006|28944299,318222011,318222006
4104,279009930|363979982|861321023,279009930,363979982
4105,363980305|2313959650|861321023,363980305,2313959650
4106,73806822|1255241879|1246016742,73806822,1255241879
4107,2796434677|496163060|40770545,2796434677,496163060
4108,"331163928|4267755640|[1232229432, 1232229427, 1232229423]",331163928,4267755640
4109,1255241879|296856491|1346859869,1255241879,296856491
4110,5077228582|6824297500|728234748,5077228582,6824297500
4111,"279775996|6763879595|[1493408729, 228359783]",279775996,6763879595
4112,"73806822|5100994743|[860931256, 197021721, 860931255]",73806822,5100994743
4113,856583694|844737245|37633145,856583694,844737245
4114,279775996|6763879624|34943852,279775996,6763879624
4115,6763946564|6763946531|584258292,6763946564,6763946531
4116,363979982|1966787716|861321023,363979982,1966787716
4117,296856497|5077228582|728234748,296856497,5077228582
4118,296856497|391882700|728234748,296856497,391882700
4119,"6763879624|6763932943|[584258290, 34943852]",6763879624,6763932943
4120,1495492657|11345616359|326793597,1495492657,11345616359
4121,249715927|2392056986|23128045,249715927,2392056986
4122,248825323|248825328|23059695,248825323,248825328
4123,248825323|248825324|23059695,248825323,248825324
4124,11428606229|838799631|256803957,11428606229,838799631
4125,2121007967|2121007964|15732399,2121007967,2121007964
4126,2839299988|2000921052|189380327,2839299988,2000921052
4127,183176591|183176641|17680247,183176591,183176641
4128,2313959650|6824297494|728234746,2313959650,6824297494
4129,183176591|183176613|17680247,183176591,183176613
4130,6824297494|6824297500|728234746,6824297494,6824297500
4131,248726001|249197304|80173968,248726001,249197304
4132,203908947|280129886|729355703,203908947,280129886
4133,318238503|280129886|729355703,318238503,280129886
4134,300739766|3301203481|323320199,300739766,3301203481
4135,59185846|302699607|570416248,59185846,302699607
4136,"289526013|290014706|[311991824, 311991825, 26613693]",289526013,290014706
4137,289526013|289526020|34595650,289526013,289526020
4138,2121007961|2121007963|15732399,2121007961,2121007963
4139,308079041|2121007961|202117170,308079041,2121007961
4140,290014706|290014710|311991824,290014706,290014710
4141,838799780|838799631|256803957,838799780,838799631
4142,2183412368|6758050435|25992544,2183412368,6758050435
4143,248726001|249197306|80173968,248726001,249197306
4144,326123117|2392056986|29605421,326123117,2392056986
4145,2121007963|2121007967|15732399,2121007963,2121007967
4146,248825295|248825280|203618662,248825295,248825280
4147,288253621|599661009|589202506,288253621,599661009
4148,6764648252|6764648209|149720511,6764648252,6764648209
4149,295770649|295770654|677059406,295770649,295770654
4150,318238495|203908947|28945246,318238495,203908947
4151,203905212|203908945|729355703,203905212,203908945
4152,599661007|599661009|589202506,599661007,599661009
4153,2121007964|2121007969|202117171,2121007964,2121007969
4154,203908945|318238503|729355703,203908945,318238503
4155,309525176|838799780|1297778085,309525176,838799780
4156,266745484|2116646152|201637987,266745484,2116646152
4157,11945165257|11945165254|10218700,11945165257,11945165254
4158,"8805145724|2286825333|[413188928, 859950625]",8805145724,2286825333
4159,277631557|1558191640|25478398,277631557,1558191640
4160,270112383|244936603|1219282743,270112383,244936603
4161,"331433224|2397301828|[128052442, 231338915]",331433224,2397301828
4162,2321730888|9113114213|223253759,2321730888,9113114213
4163,250202982|250202984|23157056,250202982,250202984
4164,266745484|308196627|28067089,266745484,308196627
4165,391223140|391223150|80182460,391223140,391223150
4166,"246676298|244936603|[22912020, 1008187799]",246676298,244936603
4167,"254736690|11944901793|[23558032, 23523807, 341552748, 685874591]",254736690,11944901793
4168,"254736690|330984385|[341552749, 685882878]",254736690,330984385
4169,91695371|2310414201|222064706,91695371,2310414201
4170,255327591|10005392559|26164822,255327591,10005392559
4171,155345857|193407467|17921797,155345857,193407467
4172,274970979|274970980|25217078,274970979,274970980
4173,254736826|11944901786|23523809,254736826,11944901786
4174,10375001|277631557|25478263,10375001,277631557
4175,1721530942|11945165257|10218700,1721530942,11945165257
4176,2321730879|2321730885|8316082,2321730879,2321730885
4177,11944901793|254736826|23523809,11944901793,254736826
4178,"8805145724|11945165254|[859950625, 8349954]",8805145724,11945165254
4179,6254086025|9309152596|1187570399,6254086025,9309152596
4180,"246676298|155345857|[301937024, 25500387, 353223718, 413087211, 413087212, 1240865646, 168997143, 301937023]",246676298,155345857
4181,274847451|274848033|384850637,274847451,274848033
4182,249715927|326123098|24557628,249715927,326123098
4183,13473680770|13473680775|1469147597,13473680770,13473680775
4184,330984385|2116646152|49942145,330984385,2116646152
4185,"2286825333|11944901786|[24547269, 413188926]",2286825333,11944901786
4186,250202984|250202987|23157056,250202984,250202987
4187,280129872|280129875|729355704,280129872,280129875
4188,13473680770|13473680783|1469147597,13473680770,13473680783
4189,280129872|280129879|729355704,280129872,280129879
4190,260093743|7352723690|23989135,260093743,7352723690
4191,2392041238|248730800|23050218,2392041238,248730800
4192,2392041238|13151632284|23050218,2392041238,13151632284
4193,815426025|815426086|80173970,815426025,815426086
4194,260093738|7352723690|23989135,260093738,7352723690
4195,"13151156869|7623101439|[1430847248, 1430727502, 1430847246, 1430727518]",13151156869,7623101439
4196,932955434|815426025|197681068,932955434,815426025
4197,"932955512|815426080|[67528461, 321830023]",932955512,815426080
4198,2121007945|2121007959|202117160,2121007945,2121007959
4199,75622655|248592609|30550747,75622655,248592609
4200,250202998|250203000|23157059,250202998,250203000
4201,249331319|2836688978|32784608,249331319,2836688978
4202,2836688978|369318287|32784608,2836688978,369318287
4203,2121007962|2121007964|15732399,2121007962,2121007964
4204,248592609|13151156869|30550747,248592609,13151156869
4205,2121007959|2121007962|15732399,2121007959,2121007962
4206,"7623101439|13151632284|[1081649658, 1430847245, 1430847247]",7623101439,13151632284
4207,269561312|269561314|24811618,269561312,269561314
4208,815426080|932955532|80173970,815426080,932955532
4209,2121007967|2121007971|202117167,2121007967,2121007971
4210,815426086|932955532|80173970,815426086,932955532
4211,250202994|250203000|23157059,250202994,250203000
4212,1777152428|13205851182|1436819146,1777152428,13205851182
4213,248736440|13520205029|727852357,248736440,13520205029
4214,248736440|3254628232|1436797396,248736440,3254628232
4215,13520205029|1676114365|727852357,13520205029,1676114365
4216,"248736455|254994540|[155193936, 727852359]",248736455,254994540
4217,248736455|1676114348|155193936,248736455,1676114348
4218,1676114348|1676114343|727852361,1676114348,1676114343
4219,1676114348|272684311|727852362,1676114348,272684311
4220,248753172|1417218102|128198373,248753172,1417218102
4221,248753172|13205192913|128198374,248753172,13205192913
4222,248753172|13205192919|1436820180,248753172,13205192919
4223,1417218102|248753186|128198373,1417218102,248753186
4224,248753186|13278273400|1436727900,248753186,13278273400
4225,248753186|13205184321|1436727902,248753186,13205184321
4226,13278273400|13207018393|1436727900,13278273400,13207018393
4227,265732091|272700800|871992485,265732091,272700800
4228,249138461|249138463|23081676,249138461,249138463
4229,249138463|282364530|701444787,249138463,282364530
4230,"282364530|315118631|[984027131, 128236595, 128236596, 585610043, 208285439]",282364530,315118631
4231,249142255|340275439|33898321,249142255,340275439
4232,"249142255|1460535768|[701444747, 701444749]",249142255,1460535768
4233,249142255|5769265649|701444749,249142255,5769265649
4234,340275439|371728166|33898306,340275439,371728166
4235,340275439|666335044|334294365,340275439,666335044
4236,340275439|270318836|334294365,340275439,270318836
4237,1460535768|270318836|34309933,1460535768,270318836
4238,1460535768|393455502|52406311,1460535768,393455502
4239,"1460535768|388398977|[701444748, 120160959]",1460535768,388398977
4240,5769265649|268544314|34394907,5769265649,268544314
4241,5769265649|394919927|701444749,5769265649,394919927
4242,"249142305|394912500|[1069440252, 34391326]",249142305,394912500
4243,249142305|265762572|36887909,249142305,265762572
4244,249142305|427695888|293243155,249142305,427695888
4245,249142305|393462670|293243157,249142305,393462670
4246,394912500|427680579|1069440252,394912500,427680579
4247,394912500|427695887|34394258,394912500,427695887
4248,265762572|249144197|36887909,265762572,249144197
4249,"265762572|427008861|[1312323091, 1312323092]",265762572,427008861
4250,427695888|427695887|36788473,427695888,427695887
4251,427695888|968800412|293243155,427695888,968800412
4252,393462670|393462683|293243157,393462670,393462683
4253,393462670|427700697|36788967,393462670,427700697
4254,249144197|1496404840|136416892,249144197,1496404840
4255,249144197|1496404846|136416892,249144197,1496404846
4256,1496404840|1496404846|136416892,1496404840,1496404846
4257,1496404840|427679157|1122297936,1496404840,427679157
4258,249145586|374457914|1223160985,249145586,374457914
4259,"249145586|249145592|[1339222516, 120163228, 1339222517, 214468727]",249145586,249145592
4260,"249145586|369818343|[1223160984, 1339222517, 1223160982]",249145586,369818343
4261,374457914|374488505|33145387,374457914,374488505
4262,374457914|374456963|33145438,374457914,374456963
4263,249145592|354657973|35787169,249145592,354657973
4264,249145592|373097527|1339222516,249145592,373097527
4265,369818343|374498274|1009733125,369818343,374498274
4266,369818343|374488505|1009733128,369818343,374488505
4267,"369818343|374480071|[1052846059, 1009733124, 1223160981]",369818343,374480071
4268,373097527|373097605|33070748,373097527,373097605
4269,373097527|373097511|214468720,373097527,373097511
4270,"373097527|373098970|[1223160961, 1223160962]",373097527,373098970
4271,"249145628|267534417|[60100437, 1122282892, 23095581, 60100439]",249145628,267534417
4272,"249145628|354664149|[23095580, 1122282893]",249145628,354664149
4273,267534417|249316653|129464203,267534417,249316653
4274,354664149|249316630|23095580,354664149,249316630
4275,249316615|249509308|23095580,249316615,249509308
4276,249316615|416885388|23095580,249316615,416885388
4277,416885388|249316630|23095580,416885388,249316630
4278,249316653|394858921|34391282,249316653,394858921
4279,"249316653|249316662|[129464203, 1122297109]",249316653,249316662
4280,249316653|394932025|1414282108,249316653,394932025
4281,"394858921|394860074|[34391282, 1379174781, 1313263533]",394858921,394860074
4282,394858921|394858918|1338640698,394858921,394858918
4283,"249316662|418075418|[24876514, 628489771]",249316662,418075418
4284,"249316662|418070959|[689712897, 689712895]",249316662,418070959
4285,"249316662|394863769|[689712896, 401893067]",249316662,394863769
4286,"394932025|388331527|[1414282109, 33893430]",394932025,388331527
4287,394932025|394932023|34396246,394932025,394932023
4288,418075418|270319189|628489771,418075418,270319189
4289,418075418|418074987|35742708,418075418,418074987
4290,418070959|418068795|35742377,418070959,418068795
4291,418070959|388341182|689712897,418070959,388341182
4292,394863769|394863026|628490679,394863769,394863026
4293,394863769|360700514|401893067,394863769,360700514
4294,"249505326|376071612|[37049905, 23017227]",249505326,376071612
4295,378327735|427617239|7495054,378327735,427617239
4296,249755690|276117039|25343441,249755690,276117039
4297,276117039|276117051|25343441,276117039,276117051
4298,"249755692|389734205|[387895571, 38959782]",249755692,389734205
4299,"249755692|281910463|[621467674, 387895574]",249755692,281910463
4300,389734205|393688185|38959782,389734205,393688185
4301,"249755712|265731348|[1007617049, 1220470723, 23131148]",249755712,265731348
4302,249755712|947937063|255659010,249755712,947937063
4303,249757157|321320783|624369418,249757157,321320783
4304,249757157|265731348|29425432,249757157,265731348
4305,"249757157|947937063|[1007617050, 1220470724, 255659013]",249757157,947937063
4306,321320783|249757165|129409258,321320783,249757165
4307,249757165|249757167|129408599,249757165,249757167
4308,249757167|249757168|129408599,249757167,249757168
4309,249757168|249757170|129408599,249757168,249757170
4310,"249757170|425922649|[15220158, 255659015]",249757170,425922649
4311,249757170|249757171|129409259,249757170,249757171
4312,425922649|6869026639|733478228,425922649,6869026639
4313,249757171|265731348|29425432,249757171,265731348
4314,249916949|766163731|26006061,249916949,766163731
4315,"249916949|374469443|[1076129469, 120163223]",249916949,374469443
4316,249916949|429897928|1339222515,249916949,429897928
4317,766163731|374459948|61349889,766163731,374459948
4318,766163731|374458075|1009733126,766163731,374458075
4319,374469443|374469451|33145955,374469443,374469451
4320,"374469443|373098671|[1076129468, 1076129469]",374469443,373098671
4321,429897928|429897722|36971267,429897928,429897722
4322,"429897928|418076309|[328844089, 1339222515]",429897928,418076309
4323,249916955|1494603330|120163218,249916955,1494603330
4324,249916955|374456700|120163230,249916955,374456700
4325,249916955|369818317|1265291876,249916955,369818317
4326,1494603330|370138558|120163218,1494603330,370138558
4327,1494603330|1494603365|136217123,1494603330,1494603365
4328,374456700|374456679|33145375,374456700,374456679
4329,374456700|373096580|1429986177,374456700,373096580
4330,369818317|374459948|61349889,369818317,374459948
4331,369818317|10728552833|1009733129,369818317,10728552833
4332,"369818317|429897722|[1376955728, 1223160997]",369818317,429897722
4333,"250640003|8189718694|[25959840, 498166497, 498166496, 25960135, 25960136, 1307057929, 1307057930, 1307057936, 1306957235, 1247644438, 25959839]",250640003,8189718694
4334,"250640003|2702279315|[480112940, 1070585870, 1306957232, 1306957233, 255317336, 27519039]",250640003,2702279315
4335,"8189718694|522198213|[1307057936, 1307057937, 1453888985]",8189718694,522198213
4336,2702279315|2702279316|264563245,2702279315,2702279316
4337,"250914467|4569978560|[665443304, 1180758605, 1180758606]",250914467,4569978560
4338,250914467|4569978551|1180758603,250914467,4569978551
4339,4569978560|492837149|1009056591,4569978560,492837149
4340,"4569978560|10966172971|[1180758608, 1180758602, 1180758610]",4569978560,10966172971
4341,"252270062|407981159|[41452659, 41452660, 23303783]",252270062,407981159
4342,"252270062|259187504|[302328654, 962904301, 23862334, 302328655]",252270062,259187504
4343,407981159|5959458027|35817371,407981159,5959458027
4344,259187504|259187496|302328655,259187504,259187496
4345,252270866|264345231|35817371,252270866,264345231
4346,252270866|5959458027|35817371,252270866,5959458027
4347,264345231|264672150|35817373,264345231,264672150
4348,11303473328|258605577|23861461,11303473328,258605577
4349,252272588|252272590|23886036,252272588,252272590
4350,252272588|258609119|59917823,252272588,258609119
4351,"252272590|264884314|[23885465, 32459542]",252272590,264884314
4352,252272590|262807885|29203589,252272590,262807885
4353,258609119|264912372|59917820,258609119,264912372
4354,264884314|264992262|32459542,264884314,264992262
4355,262807885|264992248|34139684,262807885,264992248
4356,252815942|3399267985|332804610,252815942,3399267985
4357,252815942|3399267960|332804612,252815942,3399267960
4358,"252815942|1423276218|[1078828792, 625263185, 332804611]",252815942,1423276218
4359,"3399267985|3388821086|[252307409, 252307410, 252307411, 264787929, 919687898]",3399267985,3388821086
4360,3399267985|3399267960|332804615,3399267985,3399267960
4361,"3399267960|266848056|[625263186, 625263187, 303141942]",3399267960,266848056
4362,"252842007|3338040297|[722441907, 23350143]",252842007,3338040297
4363,252842007|3338077572|321173816,252842007,3338077572
4364,252842007|3338077570|321173816,252842007,3338077570
4365,3338040297|3338040296|184188065,3338040297,3338040296
4366,3338077572|3338077583|321173816,3338077572,3338077583
4367,253225930|253225931|38365924,253225930,253225931
4368,"253225930|3380971630|[471153809, 23400799]",253225930,3380971630
4369,253225931|253352822|23400797,253225931,253352822
4370,"3380971630|253352873|[38365928, 314108638, 299724943]",3380971630,253352873
4371,253352822|253352824|23400796,253352822,253352824
4372,253352822|253352828|118675646,253352822,253352828
4373,253352821|253352828|118675646,253352821,253352828
4374,"253352821|253679820|[23424408, 901866914, 160934205]",253352821,253679820
4375,253352821|253352824|23400796,253352821,253352824
4376,"253679820|259612363|[118675642, 23443388, 23424407]",253679820,259612363
4377,"253352873|253352875|[471153808, 118675641]",253352873,253352875
4378,253352875|253352879|38365929,253352875,253352879
4379,253352879|253367639|264927353,253352879,253367639
4380,253586994|13505362343|949154012,253586994,13505362343
4381,253586994|13208618925|1437119172,253586994,13208618925
4382,13505362343|1502744671|1026038544,13505362343,1502744671
4383,"13208618925|13502578957|[1436823124, 229534021]",13208618925,13502578957
4384,253671244|528856738|23424412,253671244,528856738
4385,"253671244|528856698|[23424412, 47576047]",253671244,528856698
4386,528856738|528865812|23424412,528856738,528865812
4387,528856698|320396778|47576047,528856698,320396778
4388,259612363|259614032|264927352,259612363,259614032
4389,"253691594|453671561|[42362880, 329908631, 234052672, 23424840, 7727669, 113792983, 329908632, 118578907, 234052670, 234052671]",253691594,453671561
4390,"253696067|622070784|[211257602, 48686518, 471153807]",253696067,622070784
4391,622070784|637716034|160933206,622070784,637716034
4392,253696072|637716034|160933206,253696072,637716034
4393,253761440|280154140|315117723,253761440,280154140
4394,253761440|6990183045|315117723,253761440,6990183045
4395,"280154140|3536199357|[315117723, 1008591059]",280154140,3536199357
4396,6990183045|2678782645|274242175,6990183045,2678782645
4397,253763262|1473002544|528038548,253763262,1473002544
4398,253763262|1473002562|528041011,253763262,1473002562
4399,"1473002544|361099863|[1436822953, 570273751]",1473002544,361099863
4400,"253763269|265762459|[334183560, 334183562, 296717835, 761708719, 424638294, 423928343, 423928344, 423928345, 42402332, 35692478]",253763269,265762459
4401,265762459|7174594765|1467785117,265762459,7174594765
4402,253763270|267071513|29411811,253763270,267071513
4403,253763270|267071413|253981548,253763270,267071413
4404,253763270|266557296|327248477,253763270,266557296
4405,253763270|990951905|189161818,253763270,990951905
4406,267071513|990951903|253981537,267071513,990951903
4407,"267071513|8335525118|[253981528, 1436822513, 327248488]",267071513,8335525118
4408,"267071413|8335525117|[327247472, 253981548]",267071413,8335525117
4409,266557296|289014550|189161817,266557296,289014550
4410,253763283|13378143737|119758475,253763283,13378143737
4411,"253763283|12246255115|[365971059, 119758475]",253763283,12246255115
4412,13378143737|13378143739|1458738133,13378143737,13378143739
4413,253765548|253909680|131391989,253765548,253909680
4414,"253765548|2278296891|[821097493, 1436822902, 1436822903]",253765548,2278296891
4415,"253909680|253845140|[1470921355, 131391989]",253909680,253845140
4416,2278296891|272804222|56131775,2278296891,272804222
4417,2278296891|1446171622|1436822904,2278296891,1446171622
4418,253826222|266484855|369055441,253826222,266484855
4419,253826222|291827351|377640559,253826222,291827351
4420,266484855|291351890|369055441,266484855,291351890
4421,291827351|262506142|377640559,291827351,262506142
4422,253832347|265817648|25098243,253832347,265817648
4423,253832347|11782995640|1268675414,253832347,11782995640
4424,265817648|262967996|25098243,265817648,262967996
4425,"8283368972|5088574756|[1436824424, 360359262]",8283368972,5088574756
4426,"253845139|253845140|[366144784, 1470921353, 1470921354]",253845139,253845140
4427,253928180|941405285|1436819423,253928180,941405285
4428,253928180|13378173800|1436819423,253928180,13378173800
4429,941405285|272799785|1436819423,941405285,272799785
4430,"13378173800|13378173798|[1458741784, 1458741789]",13378173800,13378173798
4431,253929779|728345134|377640557,253929779,728345134
4432,"728345134|253929791|[1373334032, 80719938]",728345134,253929791
4433,253929780|6820479745|1436733006,253929780,6820479745
4434,253929780|13205198281|1436733007,253929780,13205198281
4435,253929791|269260429|1373334035,253929791,269260429
4436,269260429|13206747696|327280037,269260429,13206747696
4437,269260429|13258186497|1436917992,269260429,13258186497
4438,254075994|365539838|53746903,254075994,365539838
4439,"254075994|289649046|[136173341, 292369797]",254075994,289649046
4440,"365539838|8499079496|[136173336, 678568186, 678566123, 53746892]",365539838,8499079496
4441,289649046|289649039|136173341,289649046,289649039
4442,"289372205|258316359|[302328649, 34629130, 53396164, 302328633]",289372205,258316359
4443,254076437|264553158|59577541,254076437,264553158
4444,254076437|311600445|777027520,254076437,311600445
4445,264553158|336606155|181478869,264553158,336606155
4446,"311600445|443402505|[777027520, 1229183846]",311600445,443402505
4447,"254076448|268977839|[35817289, 27866587, 777026526]",254076448,268977839
4448,"254076448|268977697|[777026528, 24217737, 23862294]",254076448,268977697
4449,268977839|258325575|27866587,268977839,258325575
4450,268977697|258380818|24217737,268977697,258380818
4451,254076455|449590049|305997874,254076455,449590049
4452,"254076455|262211715|[38180981, 309094958]",254076455,262211715
4453,449590049|262211715|38180983,449590049,262211715
4454,"449590049|258380795|[203622728, 305997877, 136173334]",449590049,258380795
4455,"2678782653|2678782645|[765211130, 1008591067]",2678782653,2678782645
4456,254927140|738861403|1220611788,254927140,738861403
4457,"254927140|738861433|[1264910744, 23543076, 1264910743]",254927140,738861433
4458,738861403|1132347425|1220611788,738861403,1132347425
4459,738861433|666941041|23543076,738861433,666941041
4460,254927157|384898015|50130644,254927157,384898015
4461,"254927157|384898016|[419001370, 50130644]",254927157,384898016
4462,"384898015|11332349563|[50130645, 626892063]",384898015,11332349563
4463,"384898016|1383341436|[52686241, 419001370]",384898016,1383341436
4464,"254927494|924552746|[29109121, 1070491813]",254927494,924552746
4465,254927494|471653292|29109121,254927494,471653292
4466,924552746|471643809|1070491813,924552746,471643809
4467,"471653292|11332349564|[29109121, 1264910740, 626892060]",471653292,11332349564
4468,254928074|258325146|131710109,254928074,258325146
4469,"254928074|471637466|[961984637, 38218933]",254928074,471637466
4470,258325146|373466985|131710110,258325146,373466985
4471,"471637466|367996207|[382687141, 382687143, 174444716, 115559886, 174444723, 38218933, 115559903]",471637466,367996207
4472,256037040|3612126021|806830108,256037040,3612126021
4473,"256037040|719578703|[806830108, 806830109, 333176612]",256037040,719578703
4474,3612126021|479717900|405592752,3612126021,479717900
4475,256038927|3402837868|1117211244,256038927,3402837868
4476,"256101529|2702279316|[42798310, 1306957213, 1306957214]",256101529,2702279316
4477,256101529|520872393|1306960877,256101529,520872393
4478,520872393|442613668|693619848,520872393,442613668
4479,"256101653|600801485|[23639827, 1180938589]",256101653,600801485
4480,600801485|256101661|47122902,600801485,256101661
4481,600801485|600801503|37736500,600801485,600801503
4482,"256101661|305697792|[27843760, 27846013, 488701223]",256101661,305697792
4483,256101661|256101668|1181330571,256101661,256101668
4484,305697792|305697797|41580175,305697792,305697797
4485,256101668|256101679|47122901,256101668,256101679
4486,256101679|305697797|41580175,256101679,305697797
4487,256101679|305697903|1181162634,256101679,305697903
4488,305697797|305720752|27845571,305697797,305720752
4489,305697903|1266761394|49578293,305697903,1266761394
4490,305697903|305697900|49578292,305697903,305697900
4491,305697903|305720739|1483349516,305697903,305720739
4492,"256101692|685533332|[123151149, 123151150, 5128823]",256101692,685533332
4493,"256101692|478024512|[188093065, 1459621838]",256101692,478024512
4494,685533332|685514307|54413423,685533332,685514307
4495,"685533332|256104086|[1459621842, 1459621843, 123151150]",685533332,256104086
4496,478024512|305720838|27845574,478024512,305720838
4497,478024512|1266761394|49578293,478024512,1266761394
4498,256102847|256102854|27761678,256102847,256102854
4499,256102847|1704841119|38233925,256102847,1704841119
4500,256102854|685514351|23639885,256102854,685514351
4501,256102854|388413718|41616444,256102854,388413718
4502,1704841119|1704840682|38233925,1704841119,1704840682
4503,"1704841119|1704841557|[310208260, 158246589, 310208262]",1704841119,1704841557
4504,685514351|685508087|59645736,685514351,685508087
4505,"685514351|388413718|[33901736, 1181162633, 610908731, 308026652]",685514351,388413718
4506,388413718|388413322|293208437,388413718,388413322
4507,256104086|35369773|54419758,256104086,35369773
4508,256104086|685567983|316067534,256104086,685567983
4509,"35369773|520654074|[293277035, 42766996, 418742253, 701444791]",35369773,520654074
4510,35369773|685567983|54419757,35369773,685567983
4511,35369773|685567975|192311801,35369773,685567975
4512,"256107909|274973945|[665443313, 42488356, 38284409]",256107909,274973945
4513,"256107909|256107934|[38284410, 399079419]",256107909,256107934
4514,"274973945|276498940|[480687036, 160683839]",274973945,276498940
4515,256107934|275035010|399007928,256107934,275035010
4516,256107934|256107941|399007928,256107934,256107941
4517,256107932|3557163544|399079418,256107932,3557163544
4518,"256107932|435551929|[665443272, 160686316, 293008530, 1320706138, 403512159]",256107932,435551929
4519,3557163544|3557170128|665443274,3557163544,3557170128
4520,435551929|539148129|293008529,435551929,539148129
4521,275035010|256107937|399007928,275035010,256107937
