id,key,u,v
67033,12900774332|12900774336|1393703298,12900774332,12900774336
67034,12900774332|886109735|1393703299,12900774332,886109735
67035,641646104|641646145|423007837,641646104,641646145
67036,641646104|3254314474|423007837,641646104,3254314474
67037,641646145|3254314485|50447854,641646145,3254314485
67038,641646145|3254314481|423007837,641646145,3254314481
67039,641646112|3254314474|423007837,641646112,3254314474
67040,641646112|641646122|423007837,641646112,641646122
67041,641646112|3254314468|319016294,641646112,3254314468
67042,641646122|3254314468|319016293,641646122,3254314468
67043,641646122|641646135|423007837,641646122,641646135
67044,"3254314468|3254294356|[319014595, 1178723886, 782461554, 782461555, 782461556]",3254314468,3254294356
67045,641646135|3254314482|423007837,641646135,3254314482
67046,"3254314485|3254314524|[111289672, 111289683, 319016292]",3254314485,3254314524
67047,3254314485|3254314481|319016295,3254314485,3254314481
67048,3254314481|3254314482|423007837,3254314481,3254314482
67049,648834978|1833369351|782712407,648834978,1833369351
67050,"648834978|1839044438|[782712408, 4877925]",648834978,1839044438
67051,"1833369351|712602436|[782712409, 782712402]",1833369351,712602436
67052,1839044438|712602322|4877925,1839044438,712602322
67053,1983412891|1983412886|187711822,1983412891,1983412886
67054,1983412891|1983412911|187711822,1983412891,1983412911
67055,659919738|13173778707|38354015,659919738,13173778707
67056,"659919738|13173715458|[1433364450, 1136691589]",659919738,13173715458
67057,"13173715458|659919768|[38354014, 1136691590]",13173715458,659919768
67058,2552225196|2552225204|248422345,2552225196,2552225204
67059,662654956|2552225204|248422346,662654956,2552225204
67060,1819520613|7306058053|170812511,1819520613,7306058053
67061,665789114|8499525428|303332030,665789114,8499525428
67062,8499525428|670734662|303332030,8499525428,670734662
67063,2058182365|1054640867|5122093,2058182365,1054640867
67064,712602322|12444392262|4877925,712602322,12444392262
67065,12444392262|712602433|4877925,12444392262,712602433
67066,"752850163|712602436|[782712402, 782712403]",752850163,712602436
67067,712602433|1839012042|4877925,712602433,1839012042
67068,729832227|13251000255|48779587,729832227,13251000255
67069,735017261|2827469659|1311685081,735017261,2827469659
67070,"2827469659|735091647|[1311685081, 122235995]",2827469659,735091647
67071,801880409|12985356682|97866388,801880409,12985356682
67072,"12985356682|1023758323|[97866388, 292493150]",12985356682,1023758323
67073,823473855|2585165817|282892750,823473855,2585165817
67074,"823473855|2868378295|[1412609938, 282892750]",823473855,2868378295
67075,13431468121|13431468140|1464244815,13431468121,13431468140
67076,3512452016|870210847|73378054,3512452016,870210847
67077,886109735|12900774336|172429090,886109735,12900774336
67078,886109707|13250941253|1484771387,886109707,13250941253
67079,886109707|12900774336|1484771386,886109707,12900774336
67080,13250941253|886109727|1484771388,13250941253,886109727
67081,886109708|886109741|1484771383,886109708,886109741
67082,886109708|886109727|1484771389,886109708,886109727
67083,897980806|7510795256|26129564,897980806,7510795256
67084,"897980806|813592411|[886659746, 878228369, 26129558, 26129559, 26129560, 26129561, 26129562, 26129563]",897980806,813592411
67085,7510795256|7510795219|26129564,7510795256,7510795219
67086,813592411|280012073|26129558,813592411,280012073
67087,899554659|3141636133|566064412,899554659,3141636133
67088,"899554659|3141748128|[1472156147, 566065342]",899554659,3141748128
67089,3141636133|1830187967|566064412,3141636133,1830187967
67090,2827469638|2827469637|1441583234,2827469638,2827469637
67091,"1999734917|946960641|[29172159, 1201898601, 1201907951]",1999734917,946960641
67092,"946960660|946960697|[291892192, 291892198, 1201907941, 1201907942]",946960660,946960697
67093,946960660|946960641|189334697,946960660,946960641
67094,927349564|1999734913|124525926,927349564,1999734913
67095,"927349564|946960651|[29172160, 1201907945, 1201907946]",927349564,946960651
67096,"1999734913|946960693|[1201907947, 29172156, 1201907949]",1999734913,946960693
67097,"946960651|946960641|[1201907944, 291892197, 1201907943]",946960651,946960641
67098,946960651|946960693|81286169,946960651,946960693
67099,5499657088|12961216846|28038091,5499657088,12961216846
67100,12847924573|12847924584|1387897327,12847924573,12847924584
67101,12847924573|12847924583|1387897326,12847924573,12847924583
67102,947327864|947348143|6219286,947327864,947348143
67103,947348143|13609354118|6219286,947348143,13609354118
67104,13609354118|13609354176|1484268830,13609354118,13609354176
67105,947367769|13609354120|699485927,947367769,13609354120
67106,"13609354120|13609354126|[1484268832, 699485926]",13609354120,13609354126
67107,13609354120|2592185791|1484268833,13609354120,2592185791
67108,3835391166|3835391159|380199014,3835391166,3835391159
67109,1968541497|1519303589|384708710,1968541497,1519303589
67110,"1968541497|1522050704|[305176451, 305176452, 305176453, 305176454, 351486982, 124535063, 124535064, 384712742, 384712752, 305176630, 305176631, 384712769, 253262791, 253262792, 305175243, 305175244, 28055629, 702095708, 124525925]",1968541497,1522050704
67111,6484314743|6484314748|1429473310,6484314743,6484314748
67112,957102157|13433274224|699485919,957102157,13433274224
67113,957102157|13433274205|1427422097,957102157,13433274205
67114,13433274224|13433274223|1484982670,13433274224,13433274223
67115,12847924491|12847924492|1387897345,12847924491,12847924492
67116,"959556217|13609586369|[699485929, 571053553]",959556217,13609586369
67117,959556217|13609586348|1484295806,959556217,13609586348
67118,13609586369|13609586388|1484771392,13609586369,13609586388
67119,991735772|991735942|293366754,991735772,991735942
67120,991735772|2058151557|85515242,991735772,2058151557
67121,991735772|2058151559|201292685,991735772,2058151559
67122,"991735942|3835391165|[590301040, 326809729, 195030014, 1310794326]",991735942,3835391165
67123,"991735942|991735871|[591635881, 779927429, 85515239]",991735942,991735871
67124,2058151557|2058151559|195365352,2058151557,2058151559
67125,"2058151559|991735801|[201292686, 590301041, 590301042, 28880025, 196634366]",2058151559,991735801
67126,991735801|991735830|779927428,991735801,991735830
67127,991735830|2058151573|85515245,991735830,2058151573
67128,991735830|2058151577|196634367,991735830,2058151577
67129,2058151573|991735861|293366755,2058151573,991735861
67130,2058151573|2058151577|195365351,2058151573,2058151577
67131,"2058151577|992919329|[1310794322, 590301043, 379656403]",2058151577,992919329
67132,3835391165|3835391158|380199012,3835391165,3835391158
67133,992919329|992919578|195030019,992919329,992919578
67134,992919578|992919352|195030019,992919578,992919352
67135,992919352|2055288735|85594589,992919352,2055288735
67136,992919352|992919516|1511853826,992919352,992919516
67137,2055288735|992919564|1511853827,2055288735,992919564
67138,992919516|992919564|1511853825,992919516,992919564
67139,992919564|6766159686|721149884,992919564,6766159686
67140,6766159686|2134949865|34179077,6766159686,2134949865
67141,6766159686|6766159690|721149885,6766159686,6766159690
67142,"1019642417|1068354132|[569831464, 569831466]",1019642417,1068354132
67143,"1068354132|1034041992|[1062587004, 1062587003, 544343228, 25202918]",1068354132,1034041992
67144,"2531871039|2531871044|[1312875610, 25393085]",2531871039,2531871044
67145,1022297469|1023758323|292493150,1022297469,1023758323
67146,1022319890|1022319893|1114848077,1022319890,1022319893
67147,1034041992|12378797082|304780776,1034041992,12378797082
67148,1303035271|1303035174|190814981,1303035271,1303035174
67149,1037828948|5467014156|24442390,1037828948,5467014156
67150,1037828948|1624311819|24442390,1037828948,1624311819
67151,5467014156|1624311824|24442390,5467014156,1624311824
67152,1913202881|1913202737|565891717,1913202881,1913202737
67153,1089250983|1089250989|93789368,1089250983,1089250989
67154,1089250989|1089250985|115758631,1089250989,1089250985
67155,1095179897|2552578799|248458558,1095179897,2552578799
67156,2552578799|2552578803|248465535,2552578799,2552578803
67157,"1096312890|1100770368|[544846502, 48542494]",1096312890,1100770368
67158,1096312890|2810557564|95337144,1096312890,2810557564
67159,1100770368|12985356698|544846502,1100770368,12985356698
67160,1142594657|8750830513|945230885,1142594657,8750830513
67161,8750830513|8750837817|945230884,8750830513,8750837817
67162,1142594693|8750830506|945230883,1142594693,8750830506
67163,8750830506|8750830511|945230880,8750830506,8750830511
67164,1238952493|1739016683|639502153,1238952493,1739016683
67165,1238952475|1947937742|26712076,1238952475,1947937742
67166,1947937742|3797513484|376307544,1947937742,3797513484
67167,"1303035174|1913202737|[953853563, 190814979, 190814981, 199400054]",1303035174,1913202737
67168,1374008135|3067255950|123121823,1374008135,3067255950
67169,3067255950|3067255959|302467211,3067255950,3067255959
67170,1374008184|1374008176|123121827,1374008184,1374008176
67171,1376357916|1376357917|123414340,1376357916,1376357917
67172,1376357916|2057718633|302341775,1376357916,2057718633
67173,2057718633|1380305125|302341775,2057718633,1380305125
67174,1382004947|13431455077|128107310,1382004947,13431455077
67175,1382004947|13431455062|717926482,1382004947,13431455062
67176,"13431455077|13431455083|[1464244808, 1464244810]",13431455077,13431455083
67177,"13431455062|2615085835|[245462721, 460828898, 460828897, 1327292452, 1327292453, 245462728, 1327313865, 812573166, 812573168, 153101105, 200743263]",13431455062,2615085835
67178,"13431468128|13431468140|[1464244816, 1464244817]",13431468128,13431468140
67179,13433274205|13433274207|1464444825,13433274205,13433274207
67180,1492392361|2827469628|28328615,1492392361,2827469628
67181,1492392361|1492392389|135982576,1492392361,1492392389
67182,1492392361|1492392368|135982576,1492392361,1492392368
67183,2827469628|2827469637|28328615,2827469628,2827469637
67184,1521662055|1521662063|699514013,1521662055,1521662063
67185,1521662055|1521662064|138770073,1521662055,1521662064
67186,1562658535|1562658559|142796432,1562658535,1562658559
67187,1562658535|2090300431|639501994,1562658535,2090300431
67188,2090300431|2090300430|27802787,2090300431,2090300430
67189,1624311819|1624311824|24442390,1624311819,1624311824
67190,"1624311824|7052770864|[24654553, 24654554, 754987148]",1624311824,7052770864
67191,7052770864|7052770863|754987147,7052770864,7052770863
67192,7052770864|7052770851|754987147,7052770864,7052770851
67193,"1640746758|7123177790|[26614488, 762340279, 504768519]",1640746758,7123177790
67194,1640746758|12372761101|26614488,1640746758,12372761101
67195,7123177790|5294356960|762340279,7123177790,5294356960
67196,12372761101|12372747296|1337617408,12372761101,12372747296
67197,"1721698117|1836667075|[273248010, 160095135]",1721698117,1836667075
67198,1836667075|1835615237|172680643,1836667075,1835615237
67199,1835615235|1819520714|170812541,1835615235,1819520714
67200,1835615235|1835615237|172815485,1835615235,1835615237
67201,1721698123|1835615237|172680643,1721698123,1835615237
67202,1732928330|1732928332|30117494,1732928330,1732928332
67203,"1732928332|1732928334|[291993409, 233058785]",1732928332,1732928334
67204,1732928334|1732928339|291993404,1732928334,1732928339
67205,"1732928339|1732928438|[291993408, 305169251, 305169252, 305170023, 186322252, 186322253, 305169134, 186322255, 305170031, 305170032, 305169141, 190054677, 190054678, 291993400, 305169594, 305169596, 1193080221]",1732928339,1732928438
67206,1732928504|1732928509|291985574,1732928504,1732928509
67207,"1732928509|1732928518|[291985576, 305171665, 291985573, 305171656]",1732928509,1732928518
67208,1737543104|1737543111|161796314,1737543104,1737543111
67209,"1737543104|1835610761|[203649904, 203649905, 252998998, 397154232, 397154233]",1737543104,1835610761
67210,1835610761|2136700430|328875813,1835610761,2136700430
67211,1739016686|1739016685|161950306,1739016686,1739016685
67212,"1739016686|1739016743|[639502504, 639503502]",1739016686,1739016743
67213,3800687853|1845089720|329016923,3800687853,1845089720
67214,3800687853|3800687858|376669443,3800687853,3800687858
67215,1739016685|2090880669|161950303,1739016685,2090880669
67216,1739016685|7464297319|199029486,1739016685,7464297319
67217,2090880669|1739016757|161950303,2090880669,1739016757
67218,2090880669|2090880663|199029489,2090880669,2090880663
67219,7464297319|7464297321|798076726,7464297319,7464297321
67220,1739016743|7464297255|329016920,1739016743,7464297255
67221,7464297255|1739016759|329016920,7464297255,1739016759
67222,7464297255|1739016757|798076714,7464297255,1739016757
67223,1739016757|1739016759|161950303,1739016757,1739016759
67224,"1739016759|1739018095|[329016920, 329016918]",1739016759,1739018095
67225,1739018095|2090880663|161950312,1739018095,2090880663
67226,"1739018095|7277106870|[778796394, 779326923, 329016918, 778796395]",1739018095,7277106870
67227,2090880663|2090880660|161950312,2090880663,2090880660
